date,nominal_rate,expected_inflation,real_rate_approx,real_rate_exact,formula_difference,negative_real_rate
2024-10-01,4.51,2.25612841,2.2538715899999997,2.204143287102567,0.04972830289743291,False
2024-11-01,4.42,2.4316758,1.9883242,1.9411223964374447,0.04720180356255543,False
2024-12-01,4.27,2.65035634,1.6196436599999995,1.5778256576483685,0.04181800235163102,False
2025-01-01,4.21,2.62695841,1.58304159,1.5425202252177028,0.04052136478229729,False
2025-02-01,4.22,2.72766223,1.4923377699999998,1.4527126750521813,0.03962509494781852,False
2025-03-01,4.2,2.18385272,2.01614728,1.97305858639385,0.04308869360615031,False
2025-04-01,4.21,2.88718559,1.3228144099999999,1.2856940370313374,0.03712037296866244,False
2025-05-01,4.25,2.69133727,1.55866273,1.5178132561482816,0.04084947385171844,False
2025-06-01,4.23,2.38054202,1.8494579800000004,1.8064545698915246,0.04300341010847575,False
2025-07-01,4.25,2.78904728,1.4609527199999999,1.4213116656488944,0.03964105435110543,False
2025-08-01,4.12,2.68936045,1.43063955,1.3931721297422595,0.037467420257740525,False
2025-09-01,3.92,2.80359931,1.1164006899999999,1.0859548668461727,0.030445823153827156,False
2025-10-01,3.82,2.72759763,1.0924023699999998,1.0633971738875703,0.029005196112429577,False
2025-11-01,3.78,2.70387514,1.0761248599999997,1.047793823293519,0.028331036706480628,False
2025-12-01,3.59,3.19286884,0.3971311599999998,0.38484360834636355,0.012287551653636264,False
2026-01-01,3.57,2.58639537,0.9836046299999999,0.9588061130839209,0.024798516916078928,False
2026-02-01,3.6,2.58569815,1.0143018500000003,0.9887361184761856,0.025565731523814694,False
2026-03-01,3.61,2.29529521,1.31470479,1.2852055290529796,0.029499260947020378,False
2026-04-01,3.61,3.27639808,0.33360192,0.3230185465430191,0.010583373456980905,False
2026-05-01,3.6,3.53525552,0.06474447999999988,0.06253375207780909,0.0022107279221907916,False
2026-06-01,3.66,3.03886595,0.6211340500000002,0.6028153010742665,0.018318748925733708,False
2026-07-01,3.73,2.3860011,1.3439988999999999,1.3126783794274122,0.03132052057258772,False
